REPORT_DATE,SECUCODE,INDUSTRY_NAME,SECURITY_NAME_ABBR,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,ACCOUNTS_RECE,INVENTORY,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ADVANCE_RECEIVABLES,TOTAL_EQUITY,DEBT_ASSET_RATIO,PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT,TOTAL_OPERATE_INCOME,OPERATE_EXPENSE,SALE_EXPENSE,MANAGE_EXPENSE,FINANCE_EXPENSE,TOTAL_OPERATE_COST,OPERATE_PROFIT,TOTAL_PROFIT,CCE_ADD,NETCASH_OPERATE,SALES_SERVICES,PAY_STAFF_CASH,NETCASH_INVEST,RECEIVE_INVEST_INCOME,CONSTRUCT_LONG_ASSET,NETCASH_FINANCE
16079,000413.SZ,光学光电子,东旭光电,624.86,738051.68,937707.79,815151.61,184984.35,366.18,592548.48,31336.89,258.68,58.60,-280033.89,-270984.83,563194.32,507407.67,13756.69,106556.33,109608.70,758171.02,-301194.61,-305995.63,-18275.51,131535.50,914044.93,59498.38,-148844.79,0.00,24786.08,-849.41
16058,000415.SZ,多元金融,渤海租赁,2482.31,18934500.00,731900.60,225467.20,1282.80,2083.52,104198.30,126726.80,398.79,83.93,-123213.70,-264243.60,2679061.10,1642031.70,10371.80,151949.00,809372.60,2615290.40,-158489.40,-154741.90,-1087245.80,1609218.70,1766870.90,102041.30,-2382027.90,18.10,2461252.00,-290055.00
16058,000416.SZ,多元金融,民生控股,9.56,2772.36,6151.48,857.11,1.78,0.33,0.00,0.00,9.23,3.40,1360.87,378.94,5634.81,0.00,1038.52,2541.38,45.25,3659.16,2257.11,2257.16,1474.74,1144.68,956.99,1843.24,3260.46,510.34,12.89,-2919.03
16036,000417.SZ,商业百货,合肥百货,128.93,189190.76,337296.82,13294.25,261984.92,78.57,104999.92,20465.35,50.36,60.94,18084.92,9495.10,633779.12,438403.11,46035.92,104049.28,8206.70,610129.45,36001.78,37154.40,34395.33,96791.44,1226020.46,77303.86,-35556.82,2742.15,21154.19,-26839.29
16036,000419.SZ,商业百货,通程控股,57.95,98085.93,121842.97,796.71,16877.77,24.60,24074.87,0.00,33.34,42.46,13847.09,11325.74,232894.48,160204.75,18144.08,30297.72,4359.44,215909.22,19659.68,20279.83,9131.90,34239.24,301743.71,17748.88,3610.55,3946.28,2404.96,-28717.89
16069,000421.SZ,燃气,南京公用,141.76,345771.26,204182.67,48333.79,519309.48,101.06,56263.75,1737.73,40.70,71.29,9865.06,9202.57,358870.81,284851.40,35400.36,19337.15,7223.21,349726.61,21206.09,21731.99,86446.83,104422.74,627600.59,51527.00,-3700.12,3779.03,36071.94,-14247.15
16066,000422.SZ,化学原料,湖北宜化,208.66,852234.96,384386.77,17269.01,157802.93,168.98,177419.83,0.00,39.68,80.98,156902.62,135510.95,1854406.21,1397788.52,6851.59,46456.06,47212.71,1580717.09,229872.71,224381.87,59708.22,365860.82,1492159.46,72248.35,106101.73,22812.04,96948.97,-412181.65
16081,000423.SZ,中药,东阿阿胶,116.28,206223.19,324837.02,32576.87,164585.27,16.33,25827.64,34.03,99.95,14.04,44044.00,35238.38,384898.57,145093.24,101373.84,37315.69,-3399.02,300902.50,56875.37,57106.80,161190.30,280090.25,504394.26,54804.49,-96261.73,6632.53,2469.67,-22637.24
16059,000425.SZ,工程机械,徐工机械,1100.29,860941.20,2307676.08,3128794.54,1682784.28,728.60,1911119.11,0.00,371.69,66.22,561460.61,511949.71,8432757.92,7063093.61,393061.60,122091.53,3636.30,7876956.41,618191.26,628765.57,143980.89,807265.22,7074034.72,368652.98,-812458.56,80261.83,327271.19,150722.51
16032,000426.SZ,有色金属,兴业矿业,90.54,347131.46,13588.03,766.10,32439.45,36.83,67337.73,0.00,53.70,40.68,24646.56,27635.26,200880.44,101961.27,226.05,34179.87,15654.29,165345.41,38758.26,35655.99,956.60,68804.37,225639.72,9094.17,-32862.37,354.32,36962.44,-34985.40
16038,000428.SZ,旅游酒店,华天酒店,56.28,241792.08,19343.79,1888.75,79708.05,38.38,25926.54,349.35,17.90,68.19,8422.99,-35467.39,59414.95,48305.43,2041.52,25903.93,21330.43,102306.78,-36.31,392.14,11865.03,3280.68,61024.86,22776.04,80193.85,182.55,8657.79,-71609.51
16002,000429.SZ,铁路公路,粤高速A,188.76,1063927.22,295640.44,15905.34,64.01,75.55,26448.71,1066.02,113.21,40.02,170040.70,169309.16,528805.77,192951.20,0.00,22360.54,22171.43,241425.43,316665.76,316214.97,10900.64,366974.47,544791.07,49068.42,-42378.53,17474.13,51366.39,-313658.17
16038,000430.SZ,旅游酒店,张家界,28.41,122141.04,1228.21,60.80,403.62,14.74,16641.58,286.59,13.67,51.87,-13517.81,-14426.85,19870.93,24238.64,1603.37,7364.06,2865.03,37409.94,-16136.59,-16422.40,-2562.68,-1244.29,21091.01,10056.73,-10658.91,254.10,12318.83,9340.53
16025,000488.SZ,造纸印刷,晨鸣纸业,828.41,3565349.27,1411978.29,265651.72,528263.19,602.95,387113.13,3827.40,225.47,72.78,206551.31,174387.65,3301981.23,2522227.58,29350.97,94236.07,238747.13,3058384.01,228145.90,230618.03,-122025.41,858188.82,3702679.12,146711.29,16572.12,8142.99,63260.68,-994049.60
16005,000498.SZ,工程建设,山东路桥,833.87,323738.14,730493.93,862790.64,249829.53,633.74,3343805.04,683.40,200.13,76.00,213491.83,193781.80,5752229.03,5075318.20,1123.49,137977.16,48760.28,5401832.13,339366.54,339177.50,-34634.86,-235648.27,3544191.35,355460.31,-294524.90,18940.74,53294.26,497831.30
16036,000501.SZ,商业百货,武商集团,281.88,613709.59,215787.91,2915.30,190211.11,175.11,225566.19,3599.50,106.78,62.12,75242.37,72360.47,712651.92,385547.04,174150.34,27010.08,8430.43,615855.81,100690.39,100262.40,26382.65,217635.06,1846988.27,96091.65,-375561.92,1018.51,379433.76,184309.51
16086,000502.SZ,房地产服务,*ST绿景,3.45,7999.72,3461.10,2743.40,4074.71,0.77,3126.51,989.44,2.68,22.40,-2041.84,-2178.00,17262.78,16213.47,23.15,2484.95,23.81,18859.27,-2175.70,-2158.65,-2436.31,-840.25,16317.44,1989.19,3143.75,0.00,714.44,-4739.80
16057,000503.SZ,软件开发,国新健康,11.92,1095.39,35288.61,7708.45,0.51,4.05,430.58,0.20,7.87,33.97,-17582.18,-18931.54,25251.50,21868.60,2484.32,12419.33,96.99,38676.28,-17639.67,-17691.91,-14597.04,-10482.13,24515.90,26329.59,-5164.96,0.00,2312.76,1493.58
16047,000504.SZ,医疗服务,南华生物,6.59,1650.86,15300.47,19611.87,1063.97,5.49,8956.15,0.00,1.10,83.27,-1912.60,-2937.34,15661.83,4568.34,5768.23,4823.43,1398.88,17543.23,-3066.50,-3022.76,8596.67,10709.80,26887.89,7152.21,-3014.71,14.60,3196.16,901.57
16009,000505.SZ,农牧饲渔,京粮控股,60.47,112075.84,50714.47,8269.41,190337.26,27.34,18674.87,99.62,33.12,45.22,20445.98,19542.28,1176309.38,1103715.45,14731.61,19876.79,2112.31,1144020.05,31374.65,31548.52,17253.98,63224.01,1284976.09,34390.59,-47879.27,3089.24,6683.16,1943.62
16052,000506.SZ,贵金属,中润资源,16.88,42987.64,1016.93,498.22,18045.43,12.86,14914.98,162.87,4.02,76.21,-12910.67,-11028.67,90643.83,79839.25,1596.94,9694.22,7667.12,100741.19,-10541.74,-12690.32,-8820.97,5441.80,48427.20,12208.28,-4285.33,100.00,6896.86,-9913.06
16016,000507.SZ,航运港口,珠海港,197.30,720963.91,265634.33,143933.04,35298.99,114.53,46122.51,94.47,82.77,58.05,44589.96,43662.44,638136.03,528295.90,11048.13,32850.34,21877.87,604527.80,67900.88,63123.58,-28779.45,69444.02,590870.16,65010.37,-234007.20,19447.27,42206.25,136125.43
16047,000509.SZ,医疗服务,*ST华塑,5.75,8611.92,2889.52,6748.64,20320.34,3.57,11155.48,0.00,2.18,62.02,-564.51,-2680.70,29459.03,24885.70,226.72,4228.29,290.98,30865.56,189.11,234.13,-13008.63,-14161.49,24096.45,3066.57,-9635.55,62.91,12.02,10789.48
16066,000510.SZ,化学原料,新金路,21.76,98609.86,52309.19,911.24,19383.81,8.14,22526.73,197.26,13.62,37.40,29953.36,32291.03,297810.04,218702.27,834.44,29410.42,970.68,253535.27,43589.17,43260.60,29267.72,36055.26,182549.37,27615.96,1348.36,1550.32,6036.29,-8135.90
16024,000513.SZ,化学制药,丽珠集团,223.72,366972.81,914637.35,195189.81,166322.80,80.61,79067.97,0.00,143.11,36.03,177568.33,162704.75,1206386.33,425308.75,388387.45,66418.12,-7004.08,1001423.38,226699.00,224568.88,-82674.00,190232.81,1251843.56,138191.02,-187690.03,9838.19,130910.16,-81501.75
16017,000514.SZ,房地产开发,渝开发,83.88,61840.10,123646.73,11775.22,554243.63,43.70,51017.93,2311.10,40.17,52.10,16212.05,17204.56,118685.47,71904.23,3893.17,4885.70,4690.82,90903.97,24423.77,24265.71,25076.01,46095.52,158658.12,10284.10,332.55,666.00,334.10,-21352.05
16047,000516.SZ,医疗服务,国际医学,133.20,761192.33,151962.56,36588.31,8407.80,79.89,209873.25,31.20,53.31,59.97,-82216.92,-75127.88,292112.71,287771.43,4331.63,62663.38,17641.68,376547.69,-90607.41,-91956.69,56015.22,45633.87,286663.82,112019.52,-119969.90,4198.42,165981.63,130351.26
16017,000517.SZ,房地产开发,荣安地产,834.12,2167.72,977943.97,19225.96,6076691.20,686.10,406297.39,1790.20,148.01,82.26,108632.71,143508.45,1818135.46,1484623.54,58918.64,27986.34,16014.61,1604063.48,165481.00,164922.26,148942.80,-40353.94,2964187.16,30197.52,-97718.80,2341.50,723.68,287015.54
16085,000518.SZ,生物制品,四环生物,7.99,5767.95,3811.13,11930.69,43066.50,1.53,6076.65,903.21,6.47,19.08,-3478.99,-3672.88,35096.18,10733.07,14629.56,6949.21,257.05,37972.33,-3545.94,-3603.65,-1672.91,15.57,34826.13,3788.77,-918.14,0.00,768.66,-770.33
16061,000519.SZ,专用设备,中兵红箭,140.31,278919.54,637928.24,79758.18,121214.53,50.20,198851.85,0.00,90.11,35.78,48533.54,47061.93,751366.27,595510.60,6232.35,52308.31,-5935.14,686553.53,62817.52,60395.62,102361.09,157337.71,658023.34,115818.87,-56471.96,659.18,49811.74,1525.86
16016,000520.SZ,航运港口,长航凤凰,8.06,50596.05,8929.64,5280.84,902.13,2.87,3587.56,0.00,5.18,35.66,9618.48,9778.52,93488.52,73286.16,716.69,6314.89,247.10,80718.75,12753.92,12417.27,295.61,9062.94,91135.90,7289.20,-11569.41,0.08,11776.16,2815.74
16019,000521.SZ,家电行业,长虹美菱,151.90,230312.27,593882.34,144087.47,135635.74,101.96,229910.38,0.00,49.95,67.12,5189.84,-14021.76,1803295.75,1586974.58,136464.04,33358.88,-5840.28,1810453.11,8464.76,8951.56,-58533.49,16092.33,1826789.08,164345.36,1792.40,2723.49,26232.79,-75048.50
16076,000523.SZ,美容护理,*ST浪奇,27.07,79457.51,89205.80,27484.14,24526.45,16.84,22784.41,0.00,10.23,62.21,145542.32,-18994.50,258554.55,224619.32,18671.14,20015.21,13183.93,283236.52,201476.67,182141.97,-3553.30,-14160.66,283763.01,20903.04,21375.19,52.00,4943.36,-10660.05
16038,000524.SZ,旅游酒店,岭南控股,31.38,51696.27,140957.76,7141.19,1402.81,8.90,26585.36,0.00,22.48,28.36,-12779.86,-18457.62,152631.78,122926.06,20136.30,26981.18,-2760.68,171431.44,-15396.49,-15293.28,-23198.97,-9894.01,192063.43,60200.67,-8643.83,47.41,6367.43,-4608.00
16050,000525.SZ,农药兽药,ST红太阳,97.08,330189.00,26343.51,83430.49,73255.75,91.16,92586.61,0.00,5.92,93.91,-374412.24,-25222.65,468338.20,374449.39,8337.36,49663.62,36378.36,489124.90,-210741.48,-382174.58,3659.49,34863.48,285558.54,43417.40,-1737.55,1892.04,19032.03,-29415.01
16060,000526.SZ,教育,学大教育,34.63,17727.83,99813.92,2981.57,232.05,30.48,5.17,18000.57,4.15,88.00,-53602.19,-54766.40,252942.74,186695.29,20435.71,34827.11,8925.81,256834.66,-48408.95,-51075.48,-11897.21,-8697.42,207500.16,161761.48,-13155.93,824.17,16512.83,10040.16
16059,000528.SZ,工程机械,柳工,404.33,430197.49,640652.31,626699.23,904260.18,242.91,545174.27,3447.26,161.42,60.08,99531.28,77690.68,2870072.95,2368581.74,203994.44,88074.35,10895.23,2749163.71,123257.82,125584.49,-273105.02,84649.14,3495948.86,254048.02,-88590.69,15979.85,91236.13,-266606.83
16012,000529.SZ,食品饮料,广弘控股,47.11,19790.86,273658.05,22513.82,59664.84,22.91,56916.29,706.94,24.19,48.65,33108.49,29233.55,363771.16,297557.32,12221.34,20726.69,-8156.82,324131.50,44155.34,48844.91,46695.78,19930.52,377949.08,32299.42,-14729.99,0.00,14764.36,41495.25
16043,000530.SZ,通用设备,冰山冷热,57.36,85539.54,52265.85,82154.87,101452.71,26.86,91987.19,0.00,30.49,46.83,-26905.99,-35505.00,208920.83,184953.13,13063.39,17061.34,1394.19,224894.22,-28434.83,-28949.29,12399.09,151.82,199874.74,35045.68,24826.12,11069.98,3069.53,-12588.95
16007,000531.SZ,电力行业,穗恒运A,159.83,332716.40,288508.10,44305.18,96862.66,101.34,59670.99,0.00,58.49,63.40,16047.61,8378.72,392819.98,372569.02,946.70,15067.76,20744.90,423934.71,9920.31,13327.63,-21047.12,-39290.21,413783.27,35251.85,-156172.72,12489.82,102501.30,174415.81
16042,000532.SZ,综合行业,华金资本,27.88,10017.25,32772.58,16328.03,21768.08,14.33,18423.66,12.23,13.55,51.41,19297.23,18301.43,63086.26,35059.15,880.18,8241.39,2851.43,52632.58,21891.17,21938.11,-11660.46,19215.61,64017.33,19259.99,-23963.51,1310.49,22642.93,-6750.60
16020,000533.SZ,电网设备,顺钠股份,23.75,18522.76,21196.72,103168.94,29314.67,15.62,32228.68,0.00,8.13,65.78,-1275.98,259.91,145873.48,113015.56,6708.46,12539.91,3080.95,142451.17,2781.85,-1225.42,-5452.89,5440.46,117555.54,19068.51,-547.49,21.79,615.28,-10056.55
16085,000534.SZ,生物制品,万泽股份,21.17,62221.12,32069.92,12899.11,10200.40,10.18,20153.83,0.00,10.99,48.07,9529.24,4648.40,65625.56,13547.55,26091.18,12653.34,1861.14,62347.09,11917.86,11939.15,-6873.43,13666.77,68467.83,14519.64,-7621.30,3636.98,21669.64,-12869.39
16079,000536.SZ,光学光电子,华映科技,114.98,675009.56,155454.50,35357.46,66144.70,61.39,74025.42,0.00,53.59,53.39,-22375.39,-55012.25,301372.94,264233.84,2533.58,18110.23,23092.02,339771.15,-40093.84,-19168.07,-14376.99,62076.37,297940.90,60206.09,-2758.65,3.34,39051.17,-73434.79
16017,000537.SZ,房地产开发,广宇发展,1136.89,1949388.18,694292.51,480573.11,259.06,893.15,149239.55,265.04,243.74,78.56,-135783.20,-138163.43,1623577.86,1152290.29,60389.05,53498.14,102588.87,1510414.43,-117440.38,-116587.07,94580.81,14386.65,1957789.15,69589.30,-123363.90,166.61,30359.27,203558.05
16081,000538.SZ,中药,云南白药,522.93,297090.90,1887086.48,718443.40,837922.31,138.59,420867.98,143.33,384.34,26.50,280362.16,333862.51,3637391.90,2649843.51,389621.67,107946.30,-25828.15,3173981.82,348516.85,348164.62,459213.82,522327.83,3958562.48,211445.33,399869.63,58872.05,53420.18,-462268.27
16007,000539.SZ,电力行业,粤电力A,1142.71,5694312.63,810532.10,703068.54,299889.45,815.26,662656.71,0.00,327.46,71.34,-314775.42,-290531.37,4416722.39,4681480.07,6540.70,110112.33,137136.59,5023139.20,-502401.96,-505638.54,-138196.57,-4030.40,4837983.04,257173.38,-913116.14,38887.74,1073232.66,778950.01
16017,000540.SZ,房地产开发,中天金融,1545.48,325203.91,173670.60,52453.09,78972.10,1434.04,174569.69,245.93,111.43,92.79,-641603.51,-610040.94,1964993.87,542799.59,27670.95,212963.62,288678.36,2706439.97,-1123735.41,-1173015.19,-262021.62,1529976.06,475238.90,221579.54,-1561812.18,290689.87,10246.54,-230185.88
16019,000541.SZ,家电行业,佛山照明,163.18,336033.99,238191.17,198153.88,196999.90,59.25,242989.67,810.69,103.93,36.31,25009.20,15001.04,477269.05,396221.20,17028.10,20633.61,312.00,459158.83,28034.96,29234.81,26336.09,-27702.51,428567.26,83153.05,97285.13,4456.79,32601.23,-42684.14
16007,000543.SZ,电力行业,皖能电力,405.76,1463216.02,120558.76,173571.78,79709.53,239.01,135328.60,13.77,166.76,58.90,-133700.06,-136117.35,2103226.68,2199783.06,384.97,6609.19,43243.01,2307228.89,-251287.19,-257787.92,19396.53,-105641.72,2446678.17,82494.44,-623813.60,56277.12,268918.47,748851.86
16006,000544.SZ,公用事业,中原环保,212.84,263785.55,258946.05,66594.78,5196.34,140.49,232091.31,0.00,72.35,66.01,50866.83,48597.09,614048.43,482909.84,259.71,15787.79,34586.54,546619.75,65374.99,65351.38,-2695.60,-268533.05,159090.49,42606.02,-6779.77,0.00,45959.77,272617.22
16066,000545.SZ,化学原料,金浦钛业,30.78,105687.93,45175.87,17164.47,24931.76,11.59,36168.12,0.00,19.19,37.66,10731.31,9768.52,262012.96,208366.82,750.82,17414.05,2576.88,239823.69,14682.95,14556.96,-2684.98,11534.75,144048.11,15663.20,-6535.41,0.00,2878.64,-7713.32
16004,000546.SZ,水泥建材,金圆股份,107.98,387926.54,82236.18,96997.81,190731.85,46.60,65460.61,0.00,61.38,43.16,8630.01,1444.02,873904.07,796218.58,11428.05,26957.10,10812.88,883794.93,-10224.86,796.47,19691.08,17987.08,900995.36,32253.12,-44474.68,55.99,52634.89,46111.89
16015,000547.SZ,通信设备,航天发展,139.63,70802.97,141732.48,280349.45,180986.68,39.71,145614.17,0.00,99.92,28.44,64420.14,50196.03,414386.70,275064.52,12613.13,32799.60,-3407.10,362710.28,67414.74,68698.17,-83055.18,-27363.87,351386.43,63746.76,-54371.66,777.50,19792.08,-1195.58
16002,000548.SZ,铁路公路,湖南投资,27.82,20460.83,39687.57,2264.89,121480.94,9.47,13171.15,308.39,18.36,34.02,5188.83,2750.60,42866.67,26177.29,1116.36,7407.82,893.27,36637.02,7838.75,7859.51,-1896.75,-39564.34,43649.51,8311.56,-2570.64,0.00,2683.18,40238.22
16070,000550.SZ,汽车整车,江铃汽车,263.59,602930.20,956905.13,299479.82,197472.86,178.04,970258.48,0.00,85.55,67.54,57416.59,2962.88,3522130.65,3011745.44,153180.80,115221.86,-29575.56,3518288.86,56631.36,55647.14,-155290.38,176019.30,3900412.14,262124.56,-7863.79,1517.46,116940.77,-323445.89
16048,000551.SZ,环保行业,创元科技,54.41,95086.05,97626.38,56598.62,123103.23,26.59,111719.97,263.58,27.82,48.87,10889.73,9206.09,369738.65,290691.43,7662.12,23497.74,3361.14,347765.36,21278.28,20800.29,462.26,26869.72,370013.90,44200.03,-15612.70,1466.01,11365.76,-9655.64
16011,000552.SZ,煤炭行业,靖远煤电,144.12,317663.03,463621.13,29187.81,14903.82,55.84,92482.66,941.54,88.28,38.74,72394.56,70518.24,484123.91,336440.78,3215.87,21265.02,4074.46,393924.98,93037.44,91600.70,-67311.40,239163.79,611471.94,212895.65,-245748.04,2458.66,68223.35,-60727.15
16050,000553.SZ,农药兽药,安道麦A,502.35,804838.90,581883.50,836249.30,1175016.20,291.60,629416.30,0.00,210.75,58.05,15739.70,7785.30,3103860.50,2341251.90,401925.70,108959.90,193942.20,3106845.60,51601.50,54380.20,192440.90,456187.50,3012892.50,361559.00,-338345.10,86.70,258946.00,83716.30
16023,000554.SZ,石油行业,泰山石油,15.09,49726.89,9768.03,316.26,33060.70,5.85,17729.92,0.00,9.25,38.73,823.21,1359.52,279950.45,250279.27,18617.98,5328.38,597.67,276031.50,2444.52,1880.07,-12935.76,-19192.93,313482.58,4927.02,-3249.79,0.00,3093.43,9506.96
16014,000555.SZ,互联网服务,神州信息,124.22,41459.35,152650.88,191307.62,303539.45,63.96,258704.98,0.00,60.26,51.49,37618.28,31485.54,1135568.47,941474.73,49138.87,29226.11,4529.70,1085901.67,41744.67,41118.15,-29538.67,37159.40,1183566.23,241395.46,1873.38,3516.63,9035.80,-68542.11
16003,000557.SZ,物流行业,西部创业,57.70,321948.75,113648.08,16668.56,4759.50,3.94,13944.17,143.83,53.77,6.82,22567.45,23929.98,123662.24,86817.90,184.00,7021.89,-2316.48,93158.86,31341.19,28204.98,20152.32,22334.02,112861.54,26918.04,-2042.57,0.00,2063.34,-139.14
16017,000558.SZ,房地产开发,莱茵体育,19.15,43445.55,7469.11,1095.95,3608.83,7.99,5090.90,843.80,11.16,41.73,-9419.73,-9853.30,14069.54,12886.80,335.21,5516.98,4228.32,24230.39,-10071.25,-10049.46,-23202.50,675.01,10372.09,3826.15,-5320.10,0.00,5722.18,-18556.38
16035,000559.SZ,汽车零部件,万向钱潮,168.21,284288.12,623705.24,185414.12,251335.01,80.36,226212.43,0.72,87.84,47.78,68649.40,54530.82,1432213.53,1241648.89,15457.02,46469.16,-630.19,1358645.08,75204.03,75937.64,105570.98,94705.26,1241715.59,98710.99,-2427.82,6784.77,17187.69,14385.41
16086,000560.SZ,房地产服务,我爱我家,329.64,32178.51,424854.58,120463.54,62033.19,222.53,35870.88,57530.37,107.11,67.51,16596.02,12194.11,1196287.38,978380.83,101070.96,137314.96,47380.16,1276313.29,21821.59,23133.64,-14425.79,213162.03,1397845.41,644042.85,235590.18,2683.26,83254.33,-463151.35
16015,000561.SZ,通信设备,烽火电子,38.89,56560.41,61655.61,109744.19,83514.82,20.50,101494.62,0.00,18.39,52.72,11073.06,8210.63,150240.81,87681.15,2922.51,25113.14,840.76,140939.05,11001.96,11049.55,5490.94,3234.43,159031.33,44700.43,-1379.35,0.00,4583.46,3644.82
16058,000563.SZ,多元金融,陕国投A,172.44,6624.89,130376.84,0.00,0.00,49.92,0.00,0.00,122.52,28.95,73222.47,71414.28,190855.64,0.00,0.00,51746.45,0.00,93106.81,97748.82,97742.11,87037.23,-156980.45,0.00,40678.81,203300.95,31336.63,288.57,40716.73
16036,000564.SZ,商业百货,*ST大集,270.31,348816.77,52362.18,15484.79,543926.67,143.16,124655.10,13807.72,127.16,52.96,-68724.00,-149572.96,166959.42,93944.89,31349.04,72278.87,25771.41,236161.45,-92284.53,-110018.61,6369.83,-37617.34,149255.99,42305.06,55683.92,0.00,1943.60,-11654.24
16041,000565.SZ,化学制品,渝三峡A,16.07,28303.80,30381.87,7393.89,9218.96,3.43,5862.23,0.00,12.64,21.35,7126.80,6498.43,48931.40,35349.13,1794.80,10112.72,90.69,48823.10,7343.41,7302.55,6046.11,-694.53,30800.26,11923.74,10611.89,521.75,673.98,-3871.25
16024,000566.SZ,化学制药,海南海药,83.63,179662.60,75091.76,48294.61,26007.51,59.78,48897.84,3.00,23.85,71.48,-155541.55,-132350.70,205906.28,122804.43,62803.50,25686.28,19800.89,252969.85,-155121.13,-155597.35,16596.86,10822.34,191310.49,29439.76,60722.73,3934.10,41508.14,-54875.91
16058,000567.SZ,多元金融,海德股份,66.54,564.52,47878.35,7315.00,0.00,19.12,0.00,0.00,47.41,28.74,38336.26,38447.38,66654.46,0.00,0.00,12892.16,9395.95,22618.87,42892.11,42754.34,-81645.91,-95532.78,277034.73,6472.66,1885.83,458.82,27.12,12293.92
16031,000568.SZ,酿酒行业,泸州老窖,432.12,808948.73,1351349.46,162.82,727757.32,150.75,242035.45,0.00,281.37,34.89,795555.44,788438.41,2064226.17,295243.15,359921.16,105611.64,-21688.60,1039348.73,1059043.03,1055095.95,183433.39,769864.81,2254724.27,101637.13,-267804.89,3835.48,197939.99,-318261.85
16035,000570.SZ,汽车零部件,苏常柴A,48.60,40291.55,70796.67,37520.91,65108.38,17.63,66618.67,66.10,30.97,36.28,10300.62,532.91,245243.05,208467.18,11724.23,9889.03,120.36,239952.42,11289.98,11530.07,-6753.73,-26632.38,180607.55,32302.05,-46551.42,1139.69,13977.28,66651.59
16011,000571.SZ,煤炭行业,ST大洲,28.03,141563.68,16144.52,1177.28,3674.57,19.24,18945.84,5223.79,8.80,68.62,-14747.93,-9803.24,118747.74,72460.03,2474.90,20566.59,7417.10,115529.86,-539.06,-8677.97,6822.68,34593.37,140555.95,34417.61,-131.25,228.37,8757.24,-27558.64
